"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Quadrat_Number","Latin_Name","TaxonCode","TSN","Height","Browsable","Browsed"
"COLO-365","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170808,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170810,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170810,"C8","Asimina triloba",NA,18117,65,NA,NA
"GEWA-321","GEWA","GEWA",NA,"1",1,"MIDN","2011",20110919,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"C8","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"2",1,"MIDN","2011",20110810,"B2","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"2",1,"MIDN","2011",20110810,"B2","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"3",1,"MIDN","2015",20150803,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-333","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150810,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-350","COLO","COLO_YORK","Yorktown","2",2,"MIDN","2016",20160811,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-350","COLO","COLO_YORK","Yorktown","2",2,"MIDN","2016",20160811,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-347","COLO","COLO_YORK","Yorktown","2",2,"MIDN","2016",20160815,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-350","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-350","COLO","COLO_YORK","Yorktown","1",2,"MIDN","2012",20120821,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-334","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"GEWA-295","GEWA","GEWA",NA,"3",4,"MIDN","2018",20180910,"BB","Asimina triloba",NA,18117,65,NA,NA
"GEWA-143","GEWA","GEWA",NA,"2",2,"MIDN","2012",20120823,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C2","Asimina triloba",NA,18117,65,NA,NA
"THST-217","THST","THST",NA,"3",3,"MIDN","2017",20170824,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-333","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C8","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"3",1,"MIDN","2015",20150803,"BB","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"3",1,"MIDN","2015",20150803,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-338","COLO","COLO_YORK","Yorktown","1",1,"MIDN","2011",20110912,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-338","COLO","COLO_YORK","Yorktown","1",1,"MIDN","2011",20110912,"B5","Asimina triloba",NA,18117,65,NA,NA
"APCO-263","APCO","APCO",NA,"2",4,"MIDN","2014",20140806,"C2","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,NA,1,"MIDN","2019",20190730,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"AA","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"3",4,"MIDN","2018",20180912,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-333","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-379","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-380","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140814,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","1",1,"MIDN","2011",20110912,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-334","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"AA","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"2",4,"MIDN","2014",20140826,"AA","Asimina triloba",NA,18117,65,NA,NA
"THST-217","THST","THST",NA,"1",3,"MIDN","2009",20090902,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-370","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140807,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-376","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140812,"BB","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"1",1,"MIDN","2007",20070522,"A5","Asimina triloba",NA,18117,65,NA,NA
"BOWA-005","BOWA","BOWA",NA,"1",1,"MIDN","2007",20070522,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-379","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-379","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-342","COLO","COLO_YORK","Yorktown","1",1,"MIDN","2011",20110912,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-334","COLO","COLO_YORK","Yorktown","3",1,"MIDN","2019",20190807,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-379","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140813,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-379","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140813,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-333","COLO","COLO_YORK","Yorktown","1",1,"MIDN","2011",20110914,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-337","COLO","COLO_YORK","Yorktown","2",1,"MIDN","2015",20150812,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"A8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"A5","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130808,"AA","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"1",4,"MIDN","2010",20100908,"C5","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"1",4,"MIDN","2010",20100908,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","2",3,"MIDN","2017",20170807,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"A2","Asimina triloba",NA,18117,65,NA,NA
"GEWA-321","GEWA","GEWA",NA,"3",1,"MIDN","2019",20190829,"B5","Asimina triloba",NA,18117,65,NA,NA
"FRSP-056","FRSP","FRSP_SPOT","SPOT",NA,1,"MIDN","2019",20190820,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"B2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","1",4,"MIDN","2014",20140811,"AA","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130808,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130808,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-358","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130808,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"A2","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-371","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180814,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C2","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"C2","Asimina triloba",NA,18117,65,NA,NA
"GEWA-295","GEWA","GEWA",NA,"2",4,"MIDN","2014",20140825,"BB","Asimina triloba",NA,18117,65,NA,NA
"COLO-361","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C5","Asimina triloba",NA,18117,65,NA,NA
"THST-325","THST","THST",NA,"1",1,"MIDN","2011",20110920,"B5","Asimina triloba",NA,18117,65,NA,NA
"THST-325","THST","THST",NA,"1",1,"MIDN","2011",20110920,"B5","Asimina triloba",NA,18117,65,NA,NA
"COLO-344","COLO","COLO_YORK","Yorktown","2",2,"MIDN","2016",20160815,"CC","Asimina triloba",NA,18117,65,NA,NA
"COLO-344","COLO","COLO_YORK","Yorktown","2",2,"MIDN","2016",20160815,"CC","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"2",4,"MIDN","2014",20140826,"C5","Asimina triloba",NA,18117,65,NA,NA
"THST-293","THST","THST",NA,"2",4,"MIDN","2014",20140826,"C5","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-362","COLO","COLO_YORK","Yorktown","1",3,"MIDN","2013",20130812,"C8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B8","Asimina triloba",NA,18117,65,NA,NA
"COLO-373","COLO","COLO_YORK","Yorktown","2",4,"MIDN","2018",20180815,"B8","Asimina triloba",NA,18117,65,NA,NA
