Plot_Name,Unit_Code,Unit_Group,Subunit_Code,Panel,Frame,GRTS_Order,Location_Status,Location_Notes,Event_Count,Event_Earliest,Event_Latest,Slope,Aspect,UTM_18N_NAD83_X,UTM_18N_NAD83_Y,Latitude,Longitude
PRWI-0530,PRWI,PRWI,na,3,Region,446,Active,,3,20080624,20160601,13,285,293250,4272500,38.5769224,-77.3734181
PRWI-0537,PRWI,PRWI,na,2,Region,345,Active,,4,20070914,20190729,24,165,295000,4272500,38.577328,-77.3533445
PRWI-0539,PRWI,PRWI,na,4,Region,631,Active,,3,20090714,20170726,10,287,295500,4272500,38.5774432,-77.3476091
PRWI-0546,PRWI,PRWI,na,2,Region,233,Active,,4,20070822,20190801,14,115,290000,4272250,38.5739091,-77.4106213
PRWI-0555,PRWI,PRWI,na,3,Region,502,Active,,3,20080728,20160823,26,229,292250,4272250,38.5744381,-77.3848141
PRWI-0574,PRWI,PRWI,na,4,Region,720,Active,No saplings in microplot 180 at set-up.,3,20090817,20170801,9,234,290250,4272000,38.5717172,-77.4076787
PRWI-0575,PRWI,PRWI,na,2,Region,212,Active,,4,20070910,20190801,18,132,290500,4272000,38.5717762,-77.4048113
PRWI-0598,PRWI,PRWI,na,4,Region,700,Active,,3,20090715,20170801,7,322,289250,4271750,38.5692296,-77.4190725
PRWI-0601,PRWI,PRWI,na,3,Region,426,Active,,3,20080905,20160809,22,265,290000,4271750,38.5694071,-77.4104708
PRWI-0608,PRWI,PRWI,na,2,Region,213,Active,"Watch out for large dead log hung up in canopy near microplot 180, including trees 10449 and 10450. No saplings or shrubs in microplot 60 at setup",4,20070827,20190904,21,360,292000,4271750,38.5698775,-77.3875325
PRWI-0614,PRWI,PRWI,na,4,Region,708,Active,No saplings in 60 degree microplot at setup.,3,20090608,20170519,26,134,293500,4271750,38.5702273,-77.3703284
PRWI-0615,PRWI,PRWI,na,4,Region,701,Active,,3,20090603,20170519,20,132,293750,4271750,38.5702854,-77.367461
PRWI-0620,PRWI,PRWI,na,4,Region,647,Active,,3,20090714,20170803,6,245,295000,4271750,38.5705747,-77.353124
PRWI-0621,PRWI,PRWI,na,1,Region,69,Active,No saplings in microplot 60 at setup,4,20060825,20180626,16,189,295250,4271750,38.5706323,-77.3502566
PRWI-0625,PRWI,PRWI,na,2,Region,204,Active,,4,20070828,20190715,10,270,289250,4271500,38.5669786,-77.418997
PRWI-0632,PRWI,PRWI,na,4,Region,766,Active,,3,20090730,20170615,12,69,291500,4271500,38.5675093,-77.3931924
PRWI-0648,PRWI,PRWI,na,4,Region,634,Active,,3,20090811,20170802,8,326,295500,4271500,38.5684388,-77.3473159
PRWI-0651,PRWI,PRWI,na,2,Region,310,Active,,4,20070828,20190701,6,263,289000,4271250,38.5646683,-77.4217885
PRWI-0653,PRWI,PRWI,na,3,Region,485,Active,,3,20080905,20160818,5,203,289500,4271250,38.5647868,-77.4160544
PRWI-0656,PRWI,PRWI,na,2,Region,412,Active,,4,20070822,20190718,15,250,290250,4271250,38.5649642,-77.4074532
PRWI-0659,PRWI,PRWI,na,4,Region,775,Active,,3,20090731,20170615,8,80,291250,4271250,38.5651996,-77.3959848
PRWI-0660,PRWI,PRWI,na,3,Region,488,Active,No saplings/shrubs in microplot 300.,3,20080814,20160818,8,110,291500,4271250,38.5652583,-77.3931177
PRWI-0679,PRWI,PRWI,na,4,Region,707,Active,,3,20090813,20170901,9,242,289250,4271000,38.5624766,-77.418846
PRWI-0689,PRWI,PRWI,na,3,Region,433,Active,,3,20080814,20160822,15,320,292750,4271000,38.5632996,-77.3787077
PRWI-0691,PRWI,PRWI,na,2,Region,214,Active,,4,20070917,20190620,17,125,293250,4271000,38.563416,-77.3729735
PRWI-0695,PRWI,PRWI,na,1,Region,151,Active,No samplings in plot 300,4,20060714,20180604,2,37,294250,4271000,38.5636481,-77.3615051
PRWI-0707,PRWI,PRWI,na,4,Region,702,Active,No saplings in microplot 300 at setup.,3,20090813,20170710,5,195,289750,4270750,38.560344,-77.4130367
PRWI-0708,PRWI,PRWI,na,4,Region,769,Active,,3,20090910,20170918,8,202,290000,4270750,38.5604031,-77.4101698
PRWI-0712,PRWI,PRWI,na,1,Region,160,Active,,4,20060918,20180625,4,292,291000,4270750,38.5606388,-77.3987022
PRWI-0721,PRWI,PRWI,na,3,Region,483,Active,,3,20080624,20160809,4,14,294250,4270750,38.561397,-77.3614314
PRWI-0722,PRWI,PRWI,na,1,Region,90,Active,No saplings in subplot 180 at setup,4,20060713,20180604,28,130,294500,4270750,38.5614548,-77.3585643
PRWI-0728,PRWI,PRWI,na,1,Region,66,Active,,4,20060907,20180601,16,120,296000,4270750,38.5618003,-77.3413619
PRWI-0729,PRWI,PRWI,na,4,Region,776,Active,,3,20090910,20170814,31,233,289000,4270500,38.5579153,-77.4215618
PRWI-0738,PRWI,PRWI,na,2,Region,220,Active,,4,20070910,20190717,7,185,291250,4270500,38.5584465,-77.3957605
PRWI-0741,PRWI,PRWI,na,2,Region,306,Active,No saplings or shrubs in microplot 60 at setup,4,20070824,20190620,30,132,293500,4270500,38.558972,-77.3699585
PRWI-0742,PRWI,PRWI,na,2,Region,227,Active,Plot center in small gully,4,20070810,20190627,7,359,293750,4270500,38.55903,-77.3670916
PRWI-0744,PRWI,PRWI,na,2,Region,210,Active,,4,20070821,20190806,10,82,294250,4270500,38.5591459,-77.3613577
PRWI-0751,PRWI,PRWI,na,1,Region,88,Active,,4,20060907,20180601,19,158,296000,4270500,38.5595492,-77.3412889
PRWI-0759,PRWI,PRWI,na,3,Region,554,Active,Microplot stake at 300 degrees moved to 11 meters due to streambed erosion. Quadrat sampling performed at 10 meters.,3,20080918,20160808,28,307,290750,4270250,38.5560779,-77.4014192
PRWI-0778,PRWI,PRWI,na,4,Region,765,Active,,3,20090827,20170803,11,189,291500,4270000,38.5540031,-77.3927443
PRWI-0779,PRWI,PRWI,na,2,Region,342,Active,,4,20070605,20190806,8,120,295250,4270000,38.5548745,-77.3497432
PRWI-0783,PRWI,PRWI,na,3,Region,424,Active,,3,20080924,20160729,11,312,289250,4269750,38.5512216,-77.4184686
PRWI-0789,PRWI,PRWI,na,1,Region,194,Active,,4,20061013,20180625,10,180,290750,4269750,38.5515758,-77.4012694
PRWI-0796,PRWI,PRWI,na,1,Region,48,Active,,4,20060829,20180629,23,110,290500,4269500,38.549266,-77.4040609
PRWI-0800,PRWI,PRWI,na,3,Region,487,Active,0 degree stake moved to 16m because of stream bed.  Microplot 300 may be underwater.,3,20080918,20160808,37,286,291500,4269500,38.549501,-77.392595
PRWI-0806,PRWI,PRWI,na,4,Region,705,Active,,3,20090715,20170512,13,5,291750,4269000,38.5450575,-77.3895794
ROCR-0010,ROCR,ROCR,na,1,Region,177,Active,,4,20060929,20180516,16,332,322500,4317000,38.9840135,-77.0492956
ROCR-0020,ROCR,ROCR,na,4,Region,733,Active,,3,20090602,20170420,8,335,322500,4316500,38.9795107,-77.0491657
ROCR-0023,ROCR,ROCR,na,4,Region,710,Active,,3,20090702,20170810,14,199,323250,4316500,38.9796624,-77.0405124
ROCR-0027,ROCR,ROCR,na,3,Region,509,Active,Microplot 180 rebar at 8 meters. Do microplot at 10 meters.,3,20080620,20160509,15,36,322750,4316250,38.97731,-77.0462165
ROCR-0045,ROCR,ROCR,na,3,Region,494,Active,No trees/shrubs at microplots 180 and 300 at time of setup.,3,20080623,20160817,18,165,322750,4315500,38.9705557,-77.0460221
ROCR-0048,ROCR,ROCR,na,4,Region,731,Active,,3,20090702,20170728,12,331,323500,4315500,38.9707072,-77.0373698
ROCR-0055,ROCR,ROCR,na,3,Region,445,Active,,3,20080807,20160509,17,77,322500,4315000,38.9660023,-77.0487764
ROCR-0074,ROCR,ROCR,na,4,Region,786,Active,No shrubs/sapling at 300 at time of setup,3,20090713,20170525,24,66,322750,4314250,38.9592987,-77.0456981
ROCR-0079,ROCR,ROCR,FOCI,3,Region,513,Active,,3,20080825,20160701,4,38,320750,4314000,38.9566405,-77.0687013
ROCR-0092,ROCR,ROCR,na,1,Region,168,Active,No saplings in any subplot at setup.,4,20060928,20180725,25,182,322500,4313750,38.9547453,-77.0484521
ROCR-0094,ROCR,ROCR,na,1,Region,172,Active,,4,20060929,20180725,30,186,323000,4313750,38.9548464,-77.0426852
ROCR-0099,ROCR,ROCR,na,4,Region,730,Active,,3,20090706,20170714,39,143,322000,4313500,38.9523924,-77.0541539
ROCR-0121,ROCR,ROCR,na,3,Region,447,Active,No saplings or shrubs at micropot 300 at initial setup.,3,20080807,20160627,29,110,321250,4312750,38.9454856,-77.062608
ROCR-0129,ROCR,ROCR,na,4,Region,768,Active,,3,20090717,20170821,42,213,322500,4312500,38.9434882,-77.048128
ROCR-0145,ROCR,ROCR,na,3,Region,448,Active,,3,20080707,20160506,38,185,323000,4311750,38.936835,-77.0421682
ROCR-0147,ROCR,ROCR,na,4,Region,641,Active,No saplings in microplot 60 at setup.,3,20090819,20170516,30,205,329250,4311750,38.9380741,-76.9700981
ROCR-0172,ROCR,ROCR,na,2,Region,249,Active,,4,20070702,20190605,34,48,319250,4309750,38.9180592,-77.0848805
ROCR-0180,ROCR,ROCR,na,3,Region,508,Active,,3,20080818,20160630,30,240,321250,4309500,38.9162174,-77.0617601
ROCR-0186,ROCR,ROCR,na,2,Region,372,Active,,4,20070712,20190528,18,13,322000,4309000,38.911867,-77.0529848
WOTR-0001,WOTR,WOTR,na,2,Park,3509,Active,No saplings in microplots 60 and 180 at setup.,3,20110608,20190711,22,220,303500,4312750,38.941688,-77.267284
WOTR-0003,WOTR,WOTR,na,2,Park,844,Active,,3,20110628,20190711,13,102,303750,4312500,38.939492,-77.26433
WOTR-0004,WOTR,WOTR,na,4,Park,4346,Active,,2,20130918,20170508,,4,304000,4312500,38.9395484,-77.2614472
WOTR-0007,WOTR,WOTR,na,2,Park,2081,Active,No saplings in microplot 180 at set-up.,3,20110628,20190711,9,266,304000,4312250,38.937297,-77.261376
WOTR-0008,WOTR,WOTR,na,1,Region,1,Active,Best to park in lot 4 (lower lot)  behind the ampitheater.,4,20060628,20180525,21,285,303750,4312000,38.9349903,-77.2641864
WOTR-0009,WOTR,WOTR,na,4,Park,4349,Active,Microplots 60 and 180 nothing at setup,2,20130918,20170508,8,249,304000,4312000,38.9350462,-77.2613041
