"X","Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","Tag","TSN","TaxonCode","Latin_Name","StemsLive","SumLiveBasalArea_cm2","Equiv_Live_DBH_cm","DBH_Check","Status","Browsable","Browsed","SaplingVigor","VigorClass","SumDeadBasalArea_cm2","Equiv_Dead_DBH_cm"
7665,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9154,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7666,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9160,19462,101944,"Fagus grandifolia",1,1.5,1.4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7667,"PRWI-0147","PRWI","PRWI","na",2,4,"Region",2013,20130723,9156,19290,98896,"Quercus alba",1,13.2,4.1,0,"Alive Standing","Yes","No",NA,"",0,0
7668,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9157,19462,101944,"Fagus grandifolia",1,22.1,5.3,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7669,"PRWI-0147","PRWI","PRWI","na",1,4,"Region",2009,20090707,9162,27821,130575,"Nyssa sylvatica",1,58.1,8.6,0,"Alive Standing","unk","Yes",NA,"",0,0
7670,"PRWI-0147","PRWI","PRWI","na",2,4,"Region",2013,20130723,9152,19462,101944,"Fagus grandifolia",1,6.6,2.9,0,"Alive Standing","Yes","Yes",NA,"",0,0
7671,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9152,19462,101944,"Fagus grandifolia",1,6.6,2.9,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7672,"PRWI-0147","PRWI","PRWI","na",2,4,"Region",2013,20130723,9160,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","No",NA,"",0,0
7673,"PRWI-0147","PRWI","PRWI","na",2,4,"Region",2013,20130723,9154,19462,101944,"Fagus grandifolia",1,1.5,1.4,0,"Alive Standing","Yes","No",NA,"",0,0
7674,"PRWI-0147","PRWI","PRWI","na",2,4,"Region",2013,20130723,9154,19462,101944,"Fagus grandifolia",1,0.8,1,0,"Alive Standing","Yes","No",NA,"",0,0
7675,"PRWI-0147","PRWI","PRWI","na",1,4,"Region",2009,20090707,9150,19290,98896,"Quercus alba",1,54.1,8.3,0,"Alive Standing","unk","No",NA,"",0,0
7676,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9159,19462,101944,"Fagus grandifolia",1,39.6,7.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7677,"PRWI-0147","PRWI","PRWI","na",1,4,"Region",2009,20090707,9157,19462,101944,"Fagus grandifolia",1,19.6,5,0,"Alive Standing","unk","No",NA,"",0,0
7678,"PRWI-0147","PRWI","PRWI","na",3,4,"Region",2017,20170601,9150,19290,98896,"Quercus alba",1,60.8,8.8,0,"Alive Standing","No","No",1,"Healthy",0,0
7679,"PRWI-0147","PRWI","PRWI","na",1,4,"Region",2009,20090707,9153,27982,131952,"Ilex opaca",1,2,1.6,0,"Alive Standing","unk","Yes",NA,"",0,0
7680,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,20757,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","Yes","No",NA,"",0,0
7681,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,20757,19462,101944,"Fagus grandifolia",1,50.3,8,0,"Alive Standing","Yes","No",NA,"",0,0
7682,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14046,27982,131952,"Ilex opaca",1,9.1,3.4,0,"Alive Leaning","Yes","No",1,"Healthy",0,0
7683,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14049,27982,131952,"Ilex opaca",1,7.1,3,0,"Alive Standing","unk","No",NA,"",0,0
7684,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,20757,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7685,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,20757,19462,101944,"Fagus grandifolia",1,54.1,8.3,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7686,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14040,28728,125779,"Acer rubrum",1,30.2,6.2,0,"Alive Standing","Yes","No",NA,"",0,0
7687,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14042,19231,106177,"Carya glabra",1,40.7,7.2,0,"Alive Standing","unk","No",NA,"",0,0
7688,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14050,28728,125779,"Acer rubrum",1,5.7,2.7,0,"Alive Standing","unk","No",NA,"",0,0
7689,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14051,19462,101944,"Fagus grandifolia",1,13.2,4.1,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7690,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14042,19231,106177,"Carya glabra",1,43,7.4,0,"Alive Standing","No","No",NA,"",0,0
7691,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14050,28728,125779,"Acer rubrum",1,7.1,3,0,"Alive Standing","No","No",1,"Healthy",0,0
7692,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14047,19462,101944,"Fagus grandifolia",1,6.2,2.8,0,"Alive Standing","Yes","No",NA,"",0,0
7693,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14043,18086,84120,"Liriodendron tulipifera",1,32.2,6.4,0,"Alive Standing","Yes","No",NA,"",0,0
7694,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14041,19504,104810,"Carpinus caroliniana",1,2.5,1.8,0,"Alive Standing","unk","Yes",NA,"",0,0
7695,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14043,18086,84120,"Liriodendron tulipifera",1,41.9,7.3,0,"Alive Standing","No","No",1,"Healthy",0,0
7696,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14048,27806,130558,"Cornus florida",1,12.6,4,0,"Alive Standing","unk","No",NA,"",0,0
7697,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14051,19462,101944,"Fagus grandifolia",1,9.6,3.5,0,"Alive Standing","unk","No",NA,"",0,0
7698,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14050,28728,125779,"Acer rubrum",1,5.7,2.7,0,"Alive Standing","No","No",NA,"",0,0
7699,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14046,27982,131952,"Ilex opaca",1,8,3.2,0,"Alive Leaning","Yes","Yes",NA,"",0,0
7700,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14045,27982,131952,"Ilex opaca",1,2.3,1.7,0,"Alive Standing","Yes","No",2,"Light Decline",0,0
7701,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14047,19462,101944,"Fagus grandifolia",1,8.6,3.3,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7702,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14046,27982,131952,"Ilex opaca",1,8.6,3.3,0,"Alive Standing","unk","Yes",NA,"",0,0
7703,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14045,27982,131952,"Ilex opaca",1,2,1.6,0,"Alive Standing","Yes","No",NA,"",0,0
7704,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14047,19462,101944,"Fagus grandifolia",1,4.5,2.4,0,"Alive Standing","unk","No",NA,"",0,0
7705,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14040,28728,125779,"Acer rubrum",1,50.3,8,0,"Alive Standing","unk","No",NA,"",0,0
7706,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14049,27982,131952,"Ilex opaca",1,10.2,3.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7707,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14051,19462,101944,"Fagus grandifolia",1,11.9,3.9,0,"Alive Standing","Yes","No",NA,"",0,0
7708,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14033,19462,101944,"Fagus grandifolia",1,31.2,6.3,0,"Alive Standing","Yes","No",NA,"",0,0
7709,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14049,27982,131952,"Ilex opaca",1,8,3.2,0,"Alive Standing","Yes","No",NA,"",0,0
7710,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14034,28728,125779,"Acer rubrum",1,39.6,7.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7711,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14043,18086,84120,"Liriodendron tulipifera",1,28.3,6,0,"Alive Standing","unk","No",NA,"",0,0
7712,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14045,27982,131952,"Ilex opaca",1,2.3,1.7,0,"Alive Standing","unk","Yes",NA,"",0,0
7713,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14040,28728,125779,"Acer rubrum",1,30.2,6.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7714,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14034,28728,125779,"Acer rubrum",1,12.6,4,0,"Alive Standing","Yes","Yes",NA,"",0,0
7715,"PRWI-0149","PRWI","PRWI","na",2,4,"Region",2013,20130809,14034,28728,125779,"Acer rubrum",1,37.4,6.9,0,"Alive Standing","Yes","Yes",NA,"",0,0
7716,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14034,28728,125779,"Acer rubrum",1,12.6,4,0,"Alive Standing","unk","No",NA,"",0,0
7717,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14034,28728,125779,"Acer rubrum",1,34.2,6.6,0,"Alive Standing","unk","No",NA,"",0,0
7718,"PRWI-0149","PRWI","PRWI","na",3,4,"Region",2017,20170912,14033,19462,101944,"Fagus grandifolia",1,33.2,6.5,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7719,"PRWI-0149","PRWI","PRWI","na",1,4,"Region",2009,20090817,14033,19462,101944,"Fagus grandifolia",1,30.2,6.2,0,"Alive Standing","unk","No",NA,"",0,0
7720,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9782,19462,101944,"Fagus grandifolia",1,9.6,3.5,0,"Alive Standing","unk","No",NA,"",0,0
7721,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9782,19462,101944,"Fagus grandifolia",1,10.2,3.6,0,"Alive Standing","Yes","No",NA,"",0,0
7722,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9785,27982,131952,"Ilex opaca",1,3.1,2,0,"Alive Standing","Yes","No",NA,"",0,0
7723,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9785,27982,131952,"Ilex opaca",1,7.5,3.1,0,"Alive Standing","Yes","No",NA,"",0,0
7724,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9779,27982,131952,"Ilex opaca",1,55.4,8.4,0,"Alive Standing","Yes","No",NA,"",0,0
7725,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9786,19462,101944,"Fagus grandifolia",1,12.6,4,0,"Alive Leaning","Yes","No",NA,"",0,0
7726,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,20510,19462,101944,"Fagus grandifolia",1,4.2,2.3,0,"Alive Standing","No","No",1,"Healthy",0,0
7727,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9781,27806,130558,"Cornus florida",1,37.4,6.9,0,"Alive Standing","unk","No",NA,"",0,0
7728,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9778,19462,101944,"Fagus grandifolia",1,11.9,3.9,0,"Alive Standing","Yes","No",NA,"",0,0
7729,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9784,19462,101944,"Fagus grandifolia",1,2.3,1.7,0,"Alive Standing","unk","No",NA,"",0,0
7730,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,9783,27982,131952,"Ilex opaca",1,28.3,6,0,"Alive Standing","No","No",1,"Healthy",0,0
7731,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9783,27982,131952,"Ilex opaca",1,19.6,5,0,"Alive Standing","unk","No",NA,"",0,0
7732,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,20510,19462,101944,"Fagus grandifolia",1,3.8,2.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
7733,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9783,27982,131952,"Ilex opaca",1,22.9,5.4,0,"Alive Standing","Yes","No",NA,"",0,0
7734,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,9785,27982,131952,"Ilex opaca",1,9.6,3.5,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7735,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,9785,27982,131952,"Ilex opaca",1,13.9,4.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7736,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,9779,27982,131952,"Ilex opaca",1,62.2,8.9,0,"Alive Standing","No","No",1,"Healthy",0,0
7737,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9778,19462,101944,"Fagus grandifolia",1,11.3,3.8,0,"Alive Standing","unk","Yes",NA,"",0,0
7738,"PRWI-0164","PRWI","PRWI","na",2,4,"Region",2013,20130710,9784,19462,101944,"Fagus grandifolia",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
7739,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9779,27982,131952,"Ilex opaca",1,50.3,8,0,"Alive Standing","unk","Yes",NA,"",0,0
7740,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9786,19462,101944,"Fagus grandifolia",1,13.2,4.1,0,"Alive Leaning","unk","Yes",NA,"",0,0
7741,"PRWI-0164","PRWI","PRWI","na",3,4,"Region",2017,20170908,9786,19462,101944,"Fagus grandifolia",1,12.6,4,0,"Alive Leaning","Yes","No",4,"Severe Decline",0,0
7742,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9785,27982,131952,"Ilex opaca",1,2.5,1.8,0,"Alive Standing","unk","Yes",NA,"",0,0
7743,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9785,27982,131952,"Ilex opaca",1,5.7,2.7,0,"Alive Standing","unk","Yes",NA,"",0,0
7744,"PRWI-0164","PRWI","PRWI","na",1,4,"Region",2009,20090728,9785,27982,131952,"Ilex opaca",1,2.5,1.8,0,"Alive Standing","unk","Yes",NA,"",0,0
7745,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9767,19462,101944,"Fagus grandifolia",1,2,1.6,0,"Alive Standing","unk","No",NA,"",0,0
7746,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9773,19462,101944,"Fagus grandifolia",1,2.5,1.8,0,"Alive Standing","unk","Yes",NA,"",0,0
7747,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9773,19462,101944,"Fagus grandifolia",1,3.8,2.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
7748,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9774,19462,101944,"Fagus grandifolia",1,1.5,1.4,0,"Alive Standing","Yes","Yes",NA,"",0,0
7749,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9775,19462,101944,"Fagus grandifolia",1,1.3,1.3,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7750,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9775,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7751,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,20527,19462,101944,"Fagus grandifolia",1,1.8,1.5,0,"Alive Standing","Yes","Yes",NA,"",0,0
7752,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9776,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
7753,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9777,19462,101944,"Fagus grandifolia",1,1.8,1.5,0,"Alive Standing","unk","Yes",NA,"",0,0
7754,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9766,19462,101944,"Fagus grandifolia",1,1.8,1.5,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7755,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9768,19462,101944,"Fagus grandifolia",1,2.3,1.7,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7756,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9775,19462,101944,"Fagus grandifolia",1,1.1,1.2,0,"Alive Standing","Yes","Yes",NA,"",0,0
7757,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9775,19462,101944,"Fagus grandifolia",1,1.3,1.3,0,"Alive Standing","Yes","Yes",NA,"",0,0
7758,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9776,19462,101944,"Fagus grandifolia",1,0.8,1,0,"Alive Standing","unk","No",NA,"",0,0
7759,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9768,19462,101944,"Fagus grandifolia",1,2,1.6,0,"Alive Standing","unk","No",NA,"",0,0
7760,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9769,19462,101944,"Fagus grandifolia",1,11.3,3.8,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7761,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,20527,19462,101944,"Fagus grandifolia",1,2.3,1.7,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7762,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9769,19462,101944,"Fagus grandifolia",1,10.2,3.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
7763,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9774,19462,101944,"Fagus grandifolia",1,0.8,1,0,"Alive Standing","unk","Yes",NA,"",0,0
7764,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9767,19462,101944,"Fagus grandifolia",1,2.5,1.8,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7765,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9770,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","unk","No",NA,"",0,0
7766,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9773,19462,101944,"Fagus grandifolia",1,4.5,2.4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7767,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9770,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7768,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9771,19462,101944,"Fagus grandifolia",1,11.3,3.8,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7769,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9766,19462,101944,"Fagus grandifolia",1,1.8,1.5,0,"Alive Standing","Yes","No",NA,"",0,0
7770,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9775,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","unk","Yes",NA,"",0,0
7771,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9775,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","unk","Yes",NA,"",0,0
7772,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9776,19462,101944,"Fagus grandifolia",1,1.3,1.3,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7773,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9772,19462,101944,"Fagus grandifolia",1,3.1,2,0,"Alive Standing","unk","Yes",NA,"",0,0
7774,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9766,19462,101944,"Fagus grandifolia",1,1.8,1.5,0,"Alive Standing","unk","No",NA,"",0,0
7775,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9772,19462,101944,"Fagus grandifolia",1,3.5,2.1,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7776,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9768,19462,101944,"Fagus grandifolia",1,2,1.6,0,"Alive Leaning","Yes","Yes",NA,"",0,0
7777,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9774,19462,101944,"Fagus grandifolia",1,1.5,1.4,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7778,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9777,19462,101944,"Fagus grandifolia",1,2,1.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
7779,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9771,19462,101944,"Fagus grandifolia",1,9.6,3.5,0,"Alive Standing","unk","Yes",NA,"",0,0
7780,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9767,19462,101944,"Fagus grandifolia",1,2.3,1.7,0,"Alive Standing","Yes","No",NA,"",0,0
7781,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9770,19462,101944,"Fagus grandifolia",1,1,1.1,0,"Alive Standing","Yes","Yes",NA,"",0,0
7782,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9772,19462,101944,"Fagus grandifolia",1,3.5,2.1,0,"Alive Standing","Yes","Yes",NA,"",0,0
7783,"PRWI-0168","PRWI","PRWI","na",1,4,"Region",2009,20090723,9769,19462,101944,"Fagus grandifolia",1,9.6,3.5,0,"Alive Standing","unk","No",NA,"",0,0
7784,"PRWI-0168","PRWI","PRWI","na",2,4,"Region",2013,20130712,9771,19462,101944,"Fagus grandifolia",1,10.8,3.7,0,"Alive Standing","Yes","Yes",NA,"",0,0
7785,"PRWI-0168","PRWI","PRWI","na",3,4,"Region",2017,20170524,9777,19462,101944,"Fagus grandifolia",1,2,1.6,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7786,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2095,19504,104810,"Carpinus caroliniana",1,15.2,4.4,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7787,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2088,19504,104810,"Carpinus caroliniana",1,1.8,1.5,0,"Alive Standing","Yes","Yes",NA,"",0,0
7788,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2088,19504,104810,"Carpinus caroliniana",1,1.3,1.3,0,"Alive Standing","Yes","Yes",NA,"",0,0
7789,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2088,19504,104810,"Carpinus caroliniana",1,2.8,1.9,0,"Alive Standing","Yes","Yes",NA,"",0,0
7790,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2088,19504,104810,"Carpinus caroliniana",1,2,1.6,0,"Alive Standing","Yes","Yes",NA,"",0,0
7791,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2090,19504,104810,"Carpinus caroliniana",1,26.4,5.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
7792,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2092,27982,131952,"Ilex opaca",1,21.2,5.2,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7793,"PRWI-0173","PRWI","PRWI","na",2,1,"Region",2010,20100827,2092,27982,131952,"Ilex opaca",1,14.5,4.3,0,"Alive Standing","Yes","No",NA,"",0,0
7794,"PRWI-0173","PRWI","PRWI","na",1,1,"Region",2006,20060824,2092,27982,131952,"Ilex opaca",1,15.2,4.4,0,"Alive Standing","unk","No",NA,"",0,0
7795,"PRWI-0173","PRWI","PRWI","na",1,1,"Region",2006,20060824,2090,19504,104810,"Carpinus caroliniana",1,23.8,5.5,0,"Alive Standing","unk","No",NA,"",0,0
7796,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,21700,27806,130558,"Cornus florida",1,35.3,6.7,0,"Alive Standing","No","No",NA,"",0,0
7797,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2098,19504,104810,"Carpinus caroliniana",1,9.6,3.5,0,"Alive Standing","Yes","No",1,"Healthy",0,0
7798,"PRWI-0173","PRWI","PRWI","na",2,1,"Region",2010,20100827,2095,19504,104810,"Carpinus caroliniana",1,14.5,4.3,0,"Alive Standing","Yes","No",NA,"",0,0
7799,"PRWI-0173","PRWI","PRWI","na",2,1,"Region",2010,20100827,12808,27982,131952,"Ilex opaca",1,50.3,8,0,"Alive Leaning","Yes","Yes",NA,"",0,0
7800,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,12807,27982,131952,"Ilex opaca",1,1,1.1,0,"Alive Standing","Yes","Yes",3,"Moderate Decline",0,0
7801,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2092,27982,131952,"Ilex opaca",1,18.1,4.8,0,"Alive Standing","Yes","Yes",NA,"",0,0
7802,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2089,28728,125779,"Acer rubrum",1,18.1,4.8,0,"Alive Standing","No","No",1,"Healthy",0,0
7803,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2094,19504,104810,"Carpinus caroliniana",1,26.4,5.8,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7804,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2096,19504,104810,"Carpinus caroliniana",1,1.1,1.2,0,"Alive Standing","Yes","Yes",2,"Light Decline",0,0
7805,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2096,19504,104810,"Carpinus caroliniana",1,2.5,1.8,0,"Alive Standing","Yes","Yes",2,"Light Decline",0,0
7806,"PRWI-0173","PRWI","PRWI","na",1,1,"Region",2006,20060824,2089,28728,125779,"Acer rubrum",1,16.6,4.6,0,"Alive Standing","unk","No",NA,"",0,0
7807,"PRWI-0173","PRWI","PRWI","na",4,1,"Region",2018,20180705,2097,27982,131952,"Ilex opaca",1,8.6,3.3,0,"Alive Standing","Yes","Yes",1,"Healthy",0,0
7808,"PRWI-0173","PRWI","PRWI","na",2,1,"Region",2010,20100827,2099,19408,97632,"Quercus rubra",1,56.7,8.5,0,"Alive Standing","Yes","Yes",NA,"",0,0
7809,"PRWI-0173","PRWI","PRWI","na",3,1,"Region",2014,20140818,2147,19504,104810,"Carpinus caroliniana",1,6.6,2.9,0,"Alive Standing","Yes","Yes",NA,"",0,0
7810,"PRWI-0173","PRWI","PRWI","na",1,1,"Region",2006,20060824,2091,27982,131952,"Ilex opaca",1,9.1,3.4,0,"Alive Standing","unk","No",NA,"",0,0
