"Plot_Name","Unit_Code","Unit_Group","Subunit_Code","Cycle","Panel","Frame","Sample_Year","Date","TSN","Latin_Name","Tag_Status","Host_Tag","Host_Latin_Name","Host_Status","Condition","Exotic"
"CHOH-1036","CHOH","BRUN","na",3.00,4,"Region",2017,20170628,28610,"Vitis vulpina","Tree",23254,"Asimina triloba","Alive Standing","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",3.00,2,"Region",2015,20150520,28610,"Vitis vulpina","Tree",15662,"Morus alba","Alive Leaning","Vines in the crown",0
"CHOH-0440","CHOH","WILL","na",2.00,1,"Region",2010,20100909,28610,"Vitis vulpina","Tree",3507,"Prunus serotina","Alive Standing",,0
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,28610,"Vitis vulpina","Tree",6617,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,28610,"Vitis vulpina","Tree",6616,"Acer rubrum","Alive Standing","Vines in the crown",0
"ANTI-0082","ANTI","ANTI","na",2.00,3,"Park",2012,20120925,28610,"Vitis vulpina","Tree",15965,"Ailanthus altissima","Alive Broken","Vines in the crown",0
"CHOH-0403","CHOH","WILL","na",3.00,3,"Region",2016,20160616,28610,"Vitis vulpina","Tree",16899,"Ulmus americana","Alive Standing",,0
"CHOH-1196","CHOH","BRUN","na",3.00,3,"Region",2016,20160524,28610,"Vitis vulpina","Tree",17523,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-1196","CHOH","BRUN","na",2.00,3,"Region",2012,20120815,28610,"Vitis vulpina","Tree",17523,"Maclura pomifera","Alive Leaning","Vines in the crown",0
"ANTI-0082","ANTI","ANTI","na",3.00,3,"Park",2016,20160712,28610,"Vitis vulpina","Tree",15965,"Ailanthus altissima","Alive Leaning",,0
"CHOH-0069","CHOH","CUMB","na",1.00,4,"Region",2009,20090921,28610,"Vitis vulpina","Inactive (In Field)",18510,"Ulmus americana","Alive Standing","Vines in the crown",0
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,28610,"Vitis vulpina","Tree",6617,"Nyssa sylvatica","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",4.00,1,"Region",2018,20180730,28610,"Vitis vulpina","Tree",724,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"GWMP-0256","GWMP","TIDE","na",3.00,2,"Region",2015,20150515,28610,"Vitis vulpina","Tree",4546,"Morus alba","Alive Fallen",,0
"CHOH-0986","CHOH","BRUN","na",4.00,2,"Region",2019,20190607,28610,"Vitis vulpina","Tree",8017,"Acer saccharinum","Alive Standing",,0
"NACE-0621","NACE","PISC","PISC",2.00,2,"Region",2011,20110617,28610,"Vitis vulpina","Tree",5824,"Liquidambar styraciflua","Alive Leaning","Vines in the crown",0
"CHOH-0262","CHOH","WILL","na",4.00,1,"Region",2018,20180718,28610,"Vitis vulpina","Tree",3747,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"ROCR-0099","ROCR","ROCR","na",3.00,4,"Region",2017,20170714,28610,"Vitis vulpina","Tree",13632,"Fagus grandifolia","Alive Standing",,0
"CHOH-0271","CHOH","WILL","na",2.00,4,"Region",2013,20130911,28610,"Vitis vulpina","Tree",12041,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",3.00,4,"Region",2017,20170712,28610,"Vitis vulpina","Tree",18684,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",1.00,4,"Region",2009,20090921,28610,"Vitis vulpina","Tree",18513,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,28610,"Vitis vulpina","Tree",12041,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"MONO-0101","MONO","MONO","na",1.00,4,"Region",2009,20090630,28610,"Vitis vulpina","Inactive (In Field)",13649,"Prunus avium","Alive Fallen","Vines in the crown",0
"CHOH-0788","CHOH","WILL","na",2.00,1,"Region",2010,20100916,28610,"Vitis vulpina","Tree",12879,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",2.00,4,"Region",2013,20130718,28610,"Vitis vulpina","Tree",18684,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",3.00,4,"Region",2017,20170825,28610,"Vitis vulpina","Tree",18513,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0847","CHOH","WILL","na",3.00,4,"Region",2017,20170707,28610,"Vitis vulpina","Tree",14258,"Quercus alba","Alive Standing",,0
"CHOH-1055","CHOH","BRUN","na",3.00,1,"Region",2014,20140701,28610,"Vitis vulpina","Tree",1157,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0847","CHOH","WILL","na",2.00,4,"Region",2013,20130729,28610,"Vitis vulpina","Tree",14258,"Quercus alba","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",4.00,1,"Region",2018,20180719,28610,"Vitis vulpina","Tree",1157,"Acer negundo","Alive Standing","Vines in the crown",0
"MANA-0240","MANA","MANA","na",2.00,3,"Region",2012,20120611,28610,"Vitis vulpina","Tree",13454,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",2.00,4,"Region",2013,20130814,28610,"Vitis vulpina","Tree",18519,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",2.00,4,"Region",2013,20130814,28610,"Vitis vulpina","Tree",18513,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",3.00,1,"Region",2014,20140701,28610,"Vitis vulpina","Tree",1156,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",3.00,4,"Region",2017,20170825,28610,"Vitis vulpina","Tree",18519,"Juglans nigra","Alive Standing","Vines in the crown",0
"CHOH-0069","CHOH","CUMB","na",1.00,4,"Region",2009,20090921,28610,"Vitis vulpina","Tree",18519,"Juglans nigra","Alive Standing","Vines in the crown",0
"MANA-0011","MANA","MANA","na",2.00,3,"Region",2012,20120613,28610,"Vitis vulpina","Tree",11498,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",2.00,1,"Region",2010,20100920,28610,"Vitis vulpina","Tree",1156,"Acer negundo","Alive Standing","Vines in the crown",0
"MANA-0011","MANA","MANA","na",3.00,3,"Region",2016,20160429,28610,"Vitis vulpina","Tree",11498,"Prunus serotina","Alive Standing","Vines in the crown",0
"MONO-0044","MONO","MONO","na",3.00,1,"Region",2014,20140814,28610,"Vitis vulpina","Tree",807,"Acer saccharinum","Alive Standing","Vines in the crown",0
"MANA-0240","MANA","MANA","na",3.00,3,"Region",2016,20160427,28610,"Vitis vulpina","Tree",13454,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0265","CHOH","WILL","na",1.00,4,"Region",2009,20090915,28610,"Vitis vulpina","Tree",18618,"Liriodendron tulipifera","Alive Standing",,0
"CHOH-0262","CHOH","WILL","na",2.00,1,"Region",2010,20100923,28610,"Vitis vulpina","Tree",3747,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"NACE-0491","NACE","PISC","PISC",2.00,1,"Region",2010,20100726,28610,"Vitis vulpina","Tree",1105,"Liquidambar styraciflua","Alive Standing",,0
"CATO-0015","CATO","CATO","na",3.00,4,"Region",2017,20170719,28610,"Vitis vulpina","Tree",12308,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"NACE-0491","NACE","PISC","PISC",3.00,1,"Region",2014,20140714,28610,"Vitis vulpina","Tree",1105,"Liquidambar styraciflua","Alive Standing",,0
"CHOH-0776","CHOH","WILL","na",2.00,1,"Region",2010,20100917,28610,"Vitis vulpina","Tree",1285,"Juniperus virginiana","Alive Standing",,0
"NACE-0491","NACE","PISC","PISC",4.00,1,"Region",2018,20180711,28610,"Vitis vulpina","Tree",1105,"Liquidambar styraciflua","Alive Standing","Vines in the crown",0
"CHOH-0262","CHOH","WILL","na",3.00,1,"Region",2014,20140821,28610,"Vitis vulpina","Tree",3747,"Celtis occidentalis","Alive Standing",,0
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,28610,"Vitis vulpina","Tree",6618,"Liriodendron tulipifera","Alive Standing",,0
"CHOH-0788","CHOH","WILL","na",4.00,1,"Region",2018,20180921,28610,"Vitis vulpina","Tree",1337,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0265","CHOH","WILL","na",3.00,4,"Region",2017,20170816,28610,"Vitis vulpina","Tree",18618,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",2.00,1,"Region",2010,20100920,28610,"Vitis vulpina","Tree",1157,"Acer negundo","Alive Standing","Vines in the crown",0
"CATO-0004","CATO","CATO","na",2.00,2,"Region",2011,20110815,28610,"Vitis vulpina","Tree",6460,"Fraxinus americana","Alive Standing",,0
"CHOH-0964","CHOH","WILL","na",2.00,3,"Region",2012,20120813,28610,"Vitis vulpina","Tree",13146,"Pyrus spp.","Alive Standing","Vines in the crown",0
"ROCR-0079","ROCR","ROCR","FOCI",2.00,3,"Region",2012,20120906,28610,"Vitis vulpina","Tree",11877,"Acer negundo","Alive Leaning",,0
"CHOH-0788","CHOH","WILL","na",3.00,1,"Region",2014,20140829,28610,"Vitis vulpina","Tree",1344,"Maclura pomifera","Alive Leaning","Vines in the crown",0
"CHOH-0775","CHOH","WILL","na",2.00,2,"Region",2011,20110630,28610,"Vitis vulpina","Tree",5876,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0403","CHOH","WILL","na",3.00,3,"Region",2016,20160616,28610,"Vitis vulpina","Tree",17459,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0102","CHOH","CUMB","na",3.00,1,"Region",2014,20140808,28610,"Vitis vulpina","Tree",3730,"Acer negundo","Alive Standing",,0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28610,"Vitis vulpina","Tree",17554,"Robinia pseudoacacia","Alive Standing",,0
"CHOH-0775","CHOH","WILL","na",3.00,2,"Region",2015,20150625,28610,"Vitis vulpina","Tree",5876,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0102","CHOH","CUMB","na",4.00,1,"Region",2018,20180731,28610,"Vitis vulpina","Tree",3730,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",1.00,4,"Region",2009,20090924,28610,"Vitis vulpina","Tree",12041,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0403","CHOH","WILL","na",2.00,3,"Region",2012,20120928,28610,"Vitis vulpina","Tree",17459,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0265","CHOH","WILL","na",2.00,4,"Region",2013,20130828,28610,"Vitis vulpina","Tree",18618,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0921","CHOH","WILL","na",3.00,4,"Region",2017,20170818,28610,"Vitis vulpina","Tree",20711,"Acer negundo","Alive Standing","Vines in the crown",0
"MANA-0011","MANA","MANA","na",2.00,3,"Region",2012,20120613,28610,"Vitis vulpina","Tree",11496,"Acer negundo","Alive Leaning","Vines in the crown",0
"CHOH-0788","CHOH","WILL","na",3.00,1,"Region",2014,20140829,28610,"Vitis vulpina","Tree",1340,"Maclura pomifera","Alive Standing","Vines in the crown",0
"CHOH-0256","CHOH","CUMB","na",3.00,3,"Region",2016,20160714,28610,"Vitis vulpina","Tree",13773,"Fraxinus americana","Alive Standing","Vines in the crown",0
"MANA-0011","MANA","MANA","na",3.00,3,"Region",2016,20160429,28610,"Vitis vulpina","Tree",11496,"Acer negundo","Alive Leaning","Vines in the crown",0
"NACE-0399","NACE","PISC","FOWA",3.00,1,"Region",2014,20140813,28610,"Vitis vulpina","Tree",12671,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-0256","CHOH","CUMB","na",2.00,3,"Region",2012,20120808,28610,"Vitis vulpina","Tree",13773,"Fraxinus americana","Alive Leaning","Vines in the crown",0
"CHOH-0239","CHOH","WILL","na",4.00,1,"Region",2018,20180720,28610,"Vitis vulpina","Tree",25734,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28610,"Vitis vulpina","Tree",16967,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",1.00,4,"Region",2009,20090924,28610,"Vitis vulpina","Tree",12031,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",2.00,4,"Region",2013,20130718,28610,"Vitis vulpina","Tree",18687,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-1036","CHOH","BRUN","na",1.00,4,"Region",2009,20090708,28610,"Vitis vulpina","Tree",19786,"Asimina triloba","Alive Standing",,0
"CHOH-1036","CHOH","BRUN","na",2.00,4,"Region",2013,20130724,28610,"Vitis vulpina","Tree",19786,"Asimina triloba","Alive Standing","Vines in the crown",0
"CHOH-0776","CHOH","WILL","na",4.00,1,"Region",2018,20180815,28610,"Vitis vulpina","Tree",25214,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"PRWI-0111","PRWI","PRWI","na",2.00,4,"Region",2013,20130627,28610,"Vitis vulpina","Tree",13806,"Pyrus communis","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",3.00,4,"Region",2017,20170712,28610,"Vitis vulpina","Tree",18685,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",3.00,4,"Region",2017,20170811,28610,"Vitis vulpina","Tree",12031,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",2.00,4,"Region",2013,20130718,28610,"Vitis vulpina","Tree",18685,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-0788","CHOH","WILL","na",2.00,1,"Region",2010,20100916,28610,"Vitis vulpina","Tree",1340,"Maclura pomifera","Alive Leaning","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",3.00,1,"Region",2014,20140616,28610,"Vitis vulpina","Tree",735,"Juglans nigra","Alive Standing","Vines in the crown",0
"MANA-0218","MANA","MANA","na",2.00,3,"Region",2012,20120608,28610,"Vitis vulpina","Tree",11365,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0921","CHOH","WILL","na",2.00,4,"Region",2013,20130807,28610,"Vitis vulpina","Tree",20711,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0271","CHOH","WILL","na",2.00,4,"Region",2013,20130911,28610,"Vitis vulpina","Tree",12031,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-1191","CHOH","BRUN","na",3.00,1,"Region",2014,20140617,28610,"Vitis vulpina","Tree",739,"Juglans nigra","Alive Standing","Vines in the crown",0
"PRWI-0111","PRWI","PRWI","na",3.00,4,"Region",2017,20170602,28610,"Vitis vulpina","Tree",13806,"Pyrus communis","Alive Standing","Vines in the crown",0
"MANA-0240","MANA","MANA","na",3.00,3,"Region",2016,20160427,28610,"Vitis vulpina","Tree",13448,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"CHOH-1045","CHOH","BRUN","na",3.00,1,"Region",2014,20140618,28610,"Vitis vulpina","Tree",12994,"Fraxinus pennsylvanica","Alive Standing","Vines in the crown",0
"CHOH-1018","CHOH","BRUN","na",4.00,1,"Region",2018,20180716,28610,"Vitis vulpina","Tree",12812,"Sassafras albidum","Alive Broken","Vines in the crown",0
"CHOH-0776","CHOH","WILL","na",3.00,1,"Region",2014,20140829,28610,"Vitis vulpina","Tree",1298,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-1028","CHOH","BRUN","na",3.00,3,"Region",2016,20160721,28610,"Vitis vulpina","Tree",13199,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0776","CHOH","WILL","na",2.00,1,"Region",2010,20100917,28610,"Vitis vulpina","Tree",1298,"Juniperus virginiana","Alive Standing",,0
"CHOH-1196","CHOH","BRUN","na",2.00,3,"Region",2012,20120815,28610,"Vitis vulpina","Tree",17533,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-1196","CHOH","BRUN","na",3.00,3,"Region",2016,20160524,28610,"Vitis vulpina","Tree",17533,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0986","CHOH","BRUN","na",4.00,2,"Region",2019,20190607,28610,"Vitis vulpina","Tree",8021,"Acer saccharinum","Alive Standing",,0
"CHOH-0026","CHOH","CUMB","na",2.00,1,"Region",2010,20100907,28610,"Vitis vulpina","Tree",3682,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0961","CHOH","WILL","na",3.00,3,"Region",2016,20160705,28610,"Vitis vulpina","Tree",13289,"Platanus occidentalis","Alive Standing",,0
"CHOH-0776","CHOH","WILL","na",4.00,1,"Region",2018,20180815,28610,"Vitis vulpina","Tree",1298,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-1196","CHOH","BRUN","na",2.00,3,"Region",2012,20120815,28610,"Vitis vulpina","Tree",17546,"Quercus palustris","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",3.00,1,"Region",2014,20140701,28610,"Vitis vulpina","Tree",12894,"Acer negundo","Alive Standing","Vines in the crown",0
"MANA-0170","MANA","MANA","na",3.00,2,"Region",2015,20150428,28610,"Vitis vulpina","Tree",5476,"Juniperus virginiana","Alive Standing",,0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28610,"Vitis vulpina","Tree",17560,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-0247","CHOH","WILL","na",2.00,3,"Region",2012,20121003,28610,"Vitis vulpina","Tree",17560,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",2.00,1,"Region",2010,20100920,28610,"Vitis vulpina","Tree",12894,"Acer negundo","Alive Standing","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",4.00,2,"Region",2019,20190613,28610,"Vitis vulpina","Tree",21997,"Ailanthus altissima","Alive Leaning","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",3.00,2,"Region",2015,20150520,28610,"Vitis vulpina","Tree",21997,"Ailanthus altissima","Alive Standing","Vines in the crown",0
"MANA-0218","MANA","MANA","na",3.00,3,"Region",2016,20160428,28610,"Vitis vulpina","Tree",11365,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"MANA-0240","MANA","MANA","na",2.00,3,"Region",2012,20120611,28610,"Vitis vulpina","Tree",13448,"Juniperus virginiana","Alive Leaning","Vines in the crown",0
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,20140729,28610,"Vitis vulpina","Tree",12812,"Sassafras albidum","Alive Standing","Vines in the crown",0
"CHOH-1191","CHOH","BRUN","na",4.00,1,"Region",2018,20180628,28610,"Vitis vulpina","Tree",748,"Ulmus americana","Alive Standing","Vines in the crown",0
"MONO-0091","MONO","MONO","na",3.00,2,"Park",2015,20150619,28610,"Vitis vulpina","Tree",15116,"Acer rubrum","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",4.00,1,"Region",2018,20180730,28610,"Vitis vulpina","Tree",732,"Prunus serotina","Alive Standing","Vines in the crown",0
"ANTI-0200","ANTI","ANTI","na",3.00,4,"Park",2017,20170616,28610,"Vitis vulpina","Tree",20043,"Prunus serotina","Alive Standing","Vines in the crown",0
"MANA-0170","MANA","MANA","na",4.00,2,"Region",2019,20190508,28610,"Vitis vulpina","Tree",5476,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0239","CHOH","WILL","na",2.00,1,"Region",2010,20100923,28610,"Vitis vulpina","Tree",3529,"Acer negundo","Alive Standing","Vines in the crown",0
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,28610,"Vitis vulpina","Tree",20043,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,20100831,28610,"Vitis vulpina","Tree",12812,"Sassafras albidum","Alive Standing","Vines in the crown",0
"CATO-0037","CATO","CATO","na",2.00,2,"Region",2011,20110926,28610,"Vitis vulpina","Tree",5964,"Fagus grandifolia","Alive Fallen","Vines in the crown",0
"CHOH-1055","CHOH","BRUN","na",4.00,1,"Region",2018,20180719,28610,"Vitis vulpina","Tree",12894,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-1201","CHOH","BRUN","na",3.00,1,"Region",2014,20140616,28610,"Vitis vulpina","Tree",732,"Prunus serotina","Alive Standing","Vines in the crown",0
"CHOH-0239","CHOH","WILL","na",3.00,1,"Region",2014,20140821,28610,"Vitis vulpina","Tree",3529,"Acer negundo","Alive Standing",,0
"CHOH-1201","CHOH","BRUN","na",2.00,1,"Region",2010,20100610,28610,"Vitis vulpina","Tree",732,"Prunus serotina","Alive Standing","Vines in the crown",0
"CATO-0156","CATO","CATO","na",1.00,4,"Region",2009,20090917,28610,"Vitis vulpina","Inactive (In Field)",18692,"Fraxinus americana","Alive Standing","Vines in the crown",0
"CHOH-0239","CHOH","WILL","na",4.00,1,"Region",2018,20180720,28610,"Vitis vulpina","Tree",3529,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-1045","CHOH","BRUN","na",2.00,1,"Region",2010,20100823,28610,"Vitis vulpina","Tree",12994,"Fraxinus pennsylvanica","Alive Standing","Vines in the crown",0
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,28610,"Vitis vulpina","Tree",5964,"Fagus grandifolia","Alive Fallen","Vines in the crown",0
"CATO-0037","CATO","CATO","na",4.00,2,"Region",2019,20190719,28610,"Vitis vulpina","Tree",5964,"Fagus grandifolia","Alive Fallen","Vines in the crown",0
"CHOH-0026","CHOH","CUMB","na",3.00,1,"Region",2014,20140806,28610,"Vitis vulpina","Tree",3682,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CATO-0037","CATO","CATO","na",3.00,2,"Region",2015,20150713,28610,"Vitis vulpina","Tree",5964,"Fagus grandifolia","Alive Fallen","Vines in the crown",0
"MANA-0011","MANA","MANA","na",2.00,3,"Region",2012,20120613,28610,"Vitis vulpina","Tree",11482,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-1018","CHOH","BRUN","na",2.00,1,"Region",2010,20100831,28610,"Vitis vulpina","Tree",4155,"Ailanthus altissima","Alive Standing","Vines in the crown",0
"NACE-0296","NACE","NACE","FOCI",2.00,3,"Region",2012,20120802,28610,"Vitis vulpina","Tree",11792,"Ulmus americana","Alive Leaning","Vines in the crown",0
"CHOH-0679","CHOH","CUMB","na",4.00,2,"Region",2019,20190823,28610,"Vitis vulpina","Tree",8389,"Prunus serotina","Alive Leaning","Vines in the crown",0
"NACE-0432","NACE","PISC","PISC",1.00,4,"Region",2009,20090831,28610,"Vitis vulpina","Tree",18355,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"CHOH-0921","CHOH","WILL","na",1.00,4,"Region",2009,20090914,28610,"Vitis vulpina","Tree",14242,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"NACE-0432","NACE","PISC","PISC",3.00,4,"Region",2017,20170620,28610,"Vitis vulpina","Tree",18355,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"NACE-0432","NACE","PISC","PISC",2.00,4,"Region",2013,20130618,28610,"Vitis vulpina","Tree",18355,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"CHOH-0239","CHOH","WILL","na",4.00,1,"Region",2018,20180720,28610,"Vitis vulpina","Tree",21730,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0679","CHOH","CUMB","na",3.00,2,"Region",2015,20150826,28610,"Vitis vulpina","Tree",8389,"Prunus serotina","Alive Leaning","Vines in the crown",0
"GWMP-0207","GWMP","TIDE","THIS",3.00,1,"Region",2014,20140609,28610,"Vitis vulpina","Tree",469,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-1148","CHOH","BRUN","na",4.00,2,"Region",2019,20190606,28610,"Vitis vulpina","Tree",15600,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0921","CHOH","WILL","na",3.00,4,"Region",2017,20170818,28610,"Vitis vulpina","Tree",14242,"Robinia pseudoacacia","Alive Standing","Vines in the crown",0
"CHOH-1018","CHOH","BRUN","na",3.00,1,"Region",2014,20140729,28610,"Vitis vulpina","Tree",4155,"Ailanthus altissima","Alive Standing",,0
"CHOH-1148","CHOH","BRUN","na",3.00,2,"Region",2015,20150716,28610,"Vitis vulpina","Tree",15600,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-1191","CHOH","BRUN","na",4.00,1,"Region",2018,20180628,28610,"Vitis vulpina","Tree",746,"Acer saccharinum","Alive Standing","Vines in the crown",0
"CHOH-0247","CHOH","WILL","na",3.00,3,"Region",2016,20160623,28610,"Vitis vulpina","Tree",17497,"Juglans nigra","Alive Standing",,0
"CHOH-1388","CHOH","POGO","na",3.00,3,"Region",2016,20160425,28610,"Vitis vulpina","Tree",13309,"Fraxinus pennsylvanica","Alive Standing","Vines in the crown",0
"HAFE-0192","HAFE","LOHE","na",4.00,2,"Region",2019,20190702,28610,"Vitis vulpina","Tree",5122,"Liriodendron tulipifera","Alive Leaning",,0
"GWMP-0207","GWMP","TIDE","THIS",4.00,1,"Region",2018,20180608,28610,"Vitis vulpina","Tree",469,"Acer negundo","Alive Standing","Vines in the crown",0
"CHOH-0776","CHOH","WILL","na",3.00,1,"Region",2014,20140829,28610,"Vitis vulpina","Tree",1325,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0679","CHOH","CUMB","na",2.00,2,"Region",2011,20110816,28610,"Vitis vulpina","Tree",8389,"Prunus serotina","Alive Leaning","Vines in the crown",0
"ANTI-0206","ANTI","ANTI","na",2.00,4,"Park",2013,20130815,28610,"Vitis vulpina","Tree",20118,"Celtis occidentalis","Alive Standing","Vines in the crown",0
"NACE-0398","NACE","PISC","FOWA",4.00,2,"Region",2019,20190523,28610,"Vitis vulpina","Tree",5155,"Morus rubra","Alive Standing","Vines in the crown",0
"ANTI-0200","ANTI","ANTI","na",2.00,4,"Park",2013,20130730,28610,"Vitis vulpina","Tree",20063,"Ailanthus altissima","Alive Standing",,0
"CHOH-0269","CHOH","WILL","na",3.00,4,"Region",2017,20170815,28610,"Vitis vulpina","Tree",12054,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"CHOH-0403","CHOH","WILL","na",2.00,3,"Region",2012,20120928,28610,"Vitis vulpina","Tree",17455,"Liriodendron tulipifera","Alive Standing","Vines in the crown",0
"NACE-0493","NACE","PISC","PISC",1.00,4,"Region",2009,20090617,28610,"Vitis vulpina","Tree",12091,"Prunus serotina","Alive Broken","Vines in the crown",0
"NACE-0398","NACE","PISC","FOWA",3.00,2,"Region",2015,20150702,28610,"Vitis vulpina","Tree",5155,"Morus rubra","Alive Leaning","Vines in the crown",0
"NACE-0267","NACE","NACE","FODU",4.00,2,"Region",2019,20190613,28610,"Vitis vulpina","Tree",4951,"Carya cordiformis","Alive Standing","Vines in the crown",0
"MANA-0170","MANA","MANA","na",4.00,2,"Region",2019,20190508,28610,"Vitis vulpina","Tree",4857,"Juniperus virginiana","Alive Standing","Vines in the crown",0
"CHOH-0281","CHOH","CUMB","na",2.00,2,"Region",2011,20110817,28610,"Vitis vulpina","Tree",8172,"Platanus occidentalis","Alive Standing",,0
"ANTI-0206","ANTI","ANTI","na",3.00,4,"Park",2017,20170705,28610,"Vitis vulpina","Tree",20118,"Celtis occidentalis","Alive Standing",,0
