"","Plot_Name","Sample_Year","Live_BA","Dead_BA","Rock_Cover","Bare_Soil_Cover","Trampled","Event_Date_Txt","Deer_Impact","Protocol_Name"
"590","HAFE-0161",2013,2.59026,0.14793,"5-25","50-75","<1",20130716,4,"2.0.1"
"591","HAFE-0161",2017,2.03683,0.14657,"25-50","25-50","<1",20170721,4,"2.3"
"592","HAFE-0174",2007,0.95071,NA,"1-5","5-25","1-5",20070711,NA,"1.0"
"593","HAFE-0192",2015,1.86646,0.21869,"<1","5-25","<1",20150813,5,"2.2"
"594","HAFE-0192",2019,1.81915,0.19325,"<1","25-50","<1",20190702,4,""
"595","HAFE-0192",2007,1.79312,NA,"1-5","50-75","<1",20070713,NA,"1.0"
"596","HAFE-0192",2011,1.79704,NA,"1-5","50-75","<1",20110714,NA,"2.0.1"
"597","HAFE-0195",2008,1.14036,NA,"<1","50-75","<1",20080710,NA,"1.0"
"598","HAFE-0195",2012,1.2333,NA,"1-5","50-75","<1",20120628,NA,"2.0.1"
"599","HAFE-0195",2016,1.14188,0.29738,"1-5","50-75","<1",20160706,5,"2.2"
"600","HAFE-0208",2012,2.37271,NA,"5-25","75-100","5-25",20120712,NA,"2.0.1"
"601","HAFE-0208",2008,2.26444,NA,"25-50","50-75","5-25",20080709,NA,"1.0"
"602","HAFE-0208",2016,2.32086,0.25161,"25-50","50-75","5-25",20160707,5,"2.2"
"603","HAFE-0211",2009,1.9144,NA,"5-25","75-100","1-5",20090923,NA,"2.0"
"604","HAFE-0211",2017,2.15886,0.19723,"25-50","50-75","5-25",20170804,5,"2.3"
"605","HAFE-0211",2013,2.05561,0.18284,"25-50","50-75","5-25",20130709,4,"2.0.1"
"606","HAFE-0215",2018,2.84535,0.03398,"<1","75-100","1-5",20180828,4,"2.3"
"607","HAFE-0215",2010,2.59599,NA,"<1","75-100","<1",20100924,NA,"2.0.1"
"608","HAFE-0215",2014,2.70066,0.05669,"<1","50-75","5-25",20140731,4,"2.1"
"609","HAFE-0215",2006,2.50272,NA,"<1","5-25","<1",20060801,NA,"1.0"
"610","HAFE-0218",2012,2.14025,NA,"25-50","75-100","<1",20120712,NA,"2.0.1"
"611","HAFE-0218",2008,2.13056,NA,"50-75","75-100","<1",20080710,NA,"1.0"
"612","HAFE-0218",2016,2.1907,0.17067,"50-75","25-50","5-25",20160707,5,"2.2"
"613","HAFE-0240",2013,2.70013,0.29993,"75-100","5-25","<1",20130711,4,"2.0.1"
"614","HAFE-0240",2009,2.66951,NA,"50-75","50-75","<1",20090611,NA,"2.0"
"615","HAFE-0240",2017,2.32973,0.87318,"50-75","5-25","<1",20170808,4,"2.3"
"616","MANA-0002",2018,1.86198,0.55303,"<1","1-5","<1",20180509,5,"2.3"
"617","MANA-0002",2006,2.04424,NA,"1-5","1-5","<1",20060707,NA,"1.0"
"618","MANA-0002",2014,1.77238,0.5446,"<1","5-25","<1",20140523,3,"2.1"
"619","MANA-0002",2010,1.83482,NA,"<1","5-25","<1",20100624,NA,"2.0.1"
"620","MANA-0011",2008,1.16152,NA,"<1","5-25","1-5",20080626,NA,"1.0"
"621","MANA-0011",2016,1.49663,0,"<1","1-5","<1",20160429,4,"2.2"
"622","MANA-0011",2012,1.2673,NA,"<1","1-5","<1",20120613,NA,"2.0.1"
"623","MANA-0025",2010,1.88773,NA,"<1","1-5","<1",20100603,NA,"2.0.1"
"624","MANA-0025",2014,1.90229,0.03954,"<1","5-25","5-25",20140528,3,"2.1"
"625","MANA-0025",2006,1.76097,NA,"<1","<1","<1",20060710,NA,"1.0"
"626","MANA-0025",2018,1.91572,0.14571,"<1","<1","1-5",20180508,5,"2.3"
"627","MANA-0027",2010,1.40107,NA,"<1","50-75","1-5",20100617,NA,"2.0.1"
"628","MANA-0027",2018,1.46378,0.18913,"<1","5-25","<1",20180524,4,"2.3"
"629","MANA-0027",2006,1.43351,NA,"<1","<1","<1",20060706,NA,"1.0"
"630","MANA-0027",2014,1.51244,0.01945,"<1","25-50","<1",20140527,5,"2.1"
"631","MANA-0039",2019,1.06561,0.97115,"<1","<1","5-25",20190507,4,""
"632","MANA-0039",2011,1.74734,NA,"<1","25-50","1-5",20110829,NA,"2.0.1"
"633","MANA-0039",2007,1.73734,NA,"<1","5-25","<1",20070611,NA,"1.0"
"634","MANA-0039",2015,1.69081,0.27285,"<1","25-50","5-25",20150501,5,"2.2"
"635","MANA-0054",2018,2.12437,0.36157,"<1","25-50","5-25",20180503,5,"2.3"
"636","MANA-0054",2006,2.18828,NA,"<1","<1","<1",20060706,NA,"1.0"
"637","MANA-0054",2014,2.04126,0.30888,"<1","25-50","5-25",20140523,4,"2.1"
"638","MANA-0054",2010,2.12351,NA,"<1","75-100","<1",20100617,NA,"2.0.1"
"639","MANA-0060",2014,1.33961,0,"<1","1-5","5-25",20140520,3,"2.1"
"640","MANA-0060",2018,1.20908,0.27497,"<1","1-5","5-25",20180508,4,"2.3"
"641","MANA-0060",2006,1.11462,NA,"<1","<1","5-25",20060707,NA,"1.0"
"642","MANA-0060",2010,1.28278,NA,"<1","1-5","5-25",20100623,NA,"2.0.1"
"643","MANA-0091",2007,1.31473,NA,"1-5","75-100","<1",20070625,NA,"1.0"
"644","MANA-0094",2007,0.75632,NA,"<1","1-5","1-5",20070604,NA,"1.0"
"645","MANA-0106",2015,1.50962,0.11783,"<1","5-25","1-5",20150504,4,"2.2"
"646","MANA-0106",2007,1.40345,NA,"<1","5-25","<1",20070531,NA,"1.0"
"647","MANA-0106",2019,0.83348,0.89355,"<1","<1","75-100",20190508,4,""
"648","MANA-0106",2011,1.40745,NA,"<1","25-50","<1",20110603,NA,"2.0.1"
"649","MANA-0131",2016,0.01054,0,"<1","<1","1-5",20160427,4,"2.2"
"650","MANA-0131",2008,0,NA,"<1","<1","<1",20080805,NA,"1.0"
"651","MANA-0131",2012,0,NA,"<1","<1","1-5",20120531,NA,"2.0.1"
"652","MANA-0170",2011,2.5704,NA,"<1","1-5","<1",20110829,NA,"2.0.1"
"653","MANA-0170",2019,2.56239,0.4151,"<1","<1","<1",20190508,5,""
"654","MANA-0170",2007,2.63504,NA,"<1","5-25","<1",20070613,NA,"1.0"
"655","MANA-0170",2015,2.67951,0.22373,"<1","1-5","<1",20150428,5,"2.2"
"656","MANA-0205",2008,1.66952,NA,"<1","75-100","<1",20080618,NA,"1.0"
"657","MANA-0205",2012,1.56353,NA,"<1","75-100","<1",20120611,NA,"2.0.1"
"658","MANA-0205",2016,1.65802,0.17329,"<1","75-100","<1",20160429,5,"2.2"
"659","MANA-0218",2012,1.75375,NA,"<1","25-50","1-5",20120608,NA,"2.0.1"
"660","MANA-0218",2016,1.79991,0.13377,"<1","50-75","<1",20160428,4,"2.2"
"661","MANA-0218",2008,1.65898,NA,"<1","25-50","1-5",20080929,NA,"1.0"
"662","MANA-0223",2017,1.50446,0.25579,"<1","75-100","<1",20170501,5,"2.3"
"663","MANA-0223",2013,1.54716,0.16964,"<1","<1","75-100",20130528,5,"2.0.1"
"664","MANA-0223",2009,1.59656,NA,"<1","50-75","<1",20090616,NA,"2.0"
"665","MANA-0229",2011,3.86142,NA,"<1","25-50","<1",20110610,NA,"2.0.1"
"666","MANA-0229",2019,3.4798,0.80265,"<1","25-50","<1",20190507,5,""
"667","MANA-0229",2007,3.82606,NA,"<1","25-50","<1",20070614,NA,"1.0"
"668","MANA-0229",2015,4.05066,0.00801,"<1","50-75","<1",20150501,5,"2.2"
"669","MANA-0240",2012,1.49065,NA,"<1","<1","5-25",20120611,NA,"2.0.1"
"670","MANA-0240",2016,1.55261,0.1188,"<1","1-5","5-25",20160427,5,"2.2"
"671","MANA-0240",2008,1.57379,NA,"1-5","1-5","5-25",20080805,NA,"1.0"
"672","MANA-0243",2013,1.52902,0.5993,"<1","50-75","5-25",20130528,5,"2.0.1"
"673","MANA-0243",2017,1.49421,0.71036,"<1","50-75","5-25",20170501,5,"2.3"
"674","MANA-0243",2009,1.4894,NA,"<1","25-50","<1",20090619,NA,"2.0"
"675","MANA-0253",2018,0.97387,0.01744,"<1","75-100","<1",20180524,5,"2.3"
"676","MANA-0253",2010,0.90827,NA,"<1","75-100","<1",20100603,NA,"2.0.1"
"677","MANA-0253",2006,0.88147,NA,"<1","<1","<1",20060705,NA,"1.0"
"678","MANA-0253",2014,0.93571,0.00985,"<1","75-100","<1",20140527,5,"2.1"
"679","MONO-0026",2010,0.13419,NA,"25-50","1-5","<1",20100826,NA,"2.0.1"
"680","MONO-0026",2018,0.20474,0,"75-100","5-25","<1",20180713,2,"2.3"
"681","MONO-0026",2014,0.11096,0,"75-100","5-25","<1",20140730,2,"2.1"
"682","MONO-0038",2015,2.01539,0,"<1","<1","<1",20150706,5,"2.2"
"683","MONO-0038",2019,1.44098,0,"<1","1-5","<1",20190530,5,""
"684","MONO-0038",2011,1.93048,NA,"1-5","25-50","<1",20110606,NA,"2.0.1"
"685","MONO-0039",2016,2.06392,0.09092,"<1","75-100","<1",20160523,5,"2.2"
"686","MONO-0039",2012,2.02567,NA,"<1","75-100","<1",20120705,NA,"2.0.1"
"687","MONO-0044",2010,1.5537,NA,"<1","5-25","<1",20100902,NA,"2.0.1"
"688","MONO-0044",2006,1.47843,NA,"<1","<1","<1",20060721,NA,"1.0"
"689","MONO-0044",2014,1.62385,0.21419,"<1","1-5","<1",20140814,4,"2.1"
"690","MONO-0044",2018,1.7557,0.2407,"<1","1-5","<1",20180530,4,"2.3"
"691","MONO-0052",2012,2.87435,NA,"<1","<1","<1",20120705,NA,"2.0.1"
"692","MONO-0052",2016,2.63983,0.16543,"<1","<1","1-5",20160517,4,"2.2"
"693","MONO-0056",2014,2.25366,0.38873,"<1","5-25","5-25",20140722,4,"2.1"
"694","MONO-0056",2010,2.37906,NA,"1-5","50-75","<1",20100720,NA,"2.0.1"
"695","MONO-0056",2018,2.32429,0.42246,"1-5","5-25","1-5",20180710,4,"2.3"
"696","MONO-0061",2012,2.09761,NA,"<1","5-25","1-5",20120529,NA,"2.0.1"
"697","MONO-0061",2016,2.32483,0.09217,"<1","1-5","1-5",20160517,5,"2.2"
"698","MONO-0069",2011,1.93361,NA,"1-5","1-5","5-25",20110531,NA,"2.0.1"
"699","MONO-0069",2019,2.40492,0.0095,"<1","<1","5-25",20190530,4,""
"700","MONO-0069",2015,2.17387,0,"<1","<1","5-25",20150601,4,"2.2"
"701","MONO-0074",2017,3.28541,0.28113,"<1","<1","1-5",20170613,3,"2.3"
"702","MONO-0074",2013,3.10099,0.23233,"<1","1-5","1-5",20130829,4,"2.0.1"
"703","MONO-0077",2010,1.73696,NA,"75-100","50-75","1-5",20100723,NA,"2.0.1"
"704","MONO-0077",2014,1.8519,0.0115,"50-75","5-25","1-5",20140814,4,"2.1"
"705","MONO-0077",2018,1.93167,0,"50-75","25-50","<1",20180710,5,"2.3"
"706","MONO-0084",2015,1.95429,0.16501,"5-25","5-25","<1",20150619,4,"2.2"
"707","MONO-0084",2019,1.95217,0.11163,"<1","5-25","<1",20190617,4,""
"708","MONO-0084",2011,2.03858,NA,"5-25","25-50","<1",20110609,NA,"2.0.1"
"709","MONO-0091",2019,2.46049,0.05386,"5-25","1-5","<1",20190617,4,""
"710","MONO-0091",2015,2.56639,0.09849,"25-50","1-5","<1",20150619,5,"2.2"
"711","MONO-0091",2011,2.39143,NA,"5-25","5-25","1-5",20110615,NA,"2.0.1"
"712","MONO-0101",2013,1.51179,0.40397,"<1","1-5","5-25",20130829,4,"2.0.1"
"713","MONO-0101",2009,1.50607,NA,"1-5","1-5","1-5",20090630,NA,"2.0"
"714","MONO-0101",2017,1.64094,0.39455,"5-25","1-5","5-25",20170607,5,"2.3"
"715","MONO-0105",2017,1.45037,0.01954,"<1","<1","<1",20170607,5,"2.3"
"716","MONO-0105",2013,1.23255,0.5378,"1-5","<1","5-25",20130628,3,"2.0.1"
"717","MONO-0106",2016,2.54633,0.05319,"1-5","25-50","<1",20160523,5,"2.2"
"718","MONO-0106",2008,2.3932,NA,"<1","50-75","<1",20080723,NA,"1.0"
"719","MONO-0106",2012,2.33468,NA,"1-5","50-75","<1",20120530,NA,"2.0.1"
"720","NACE-0004",2018,2.55203,0.04873,"<1","75-100","<1",20180427,4,"2.3"
"721","NACE-0004",2010,2.23517,NA,"<1","1-5","<1",20100528,NA,"2.0.1"
"722","NACE-0004",2014,2.45672,0.02776,"<1","5-25","1-5",20140530,4,"2.1"
"723","NACE-0004",2006,2.05475,NA,"<1","<1","<1",20060717,NA,"1.0"
"724","NACE-0021",2019,2.44086,0.24625,"<1","25-50","1-5",20190619,3,""
"725","NACE-0021",2015,2.40827,0.52076,"<1","50-75","1-5",20150819,3,"2.2"
"726","NACE-0021",2011,2.43468,NA,"<1","25-50","5-25",20110908,NA,"2.0.1"
"727","NACE-0021",2007,2.32396,NA,"<1","25-50","<1",20070627,NA,"1.0"
"728","NACE-0029",2012,2.91018,NA,"<1","75-100","<1",20120622,NA,"2.0.1"
"729","NACE-0029",2016,3.11364,0.08635,"<1","50-75","1-5",20160503,4,"2.2"
"730","NACE-0029",2008,2.75797,NA,"<1","50-75","1-5",20080729,NA,"1.0"
"731","NACE-0032",2012,1.58245,NA,"<1","1-5","<1",20120622,NA,"2.0.1"
"732","NACE-0032",2016,1.32521,0.31634,"<1","1-5","1-5",20160503,3,"2.2"
"733","NACE-0032",2008,1.71406,NA,"<1","1-5","<1",20080729,NA,"1.0"
"734","NACE-0041",2013,1.87554,0.24932,"<1","50-75","1-5",20130610,3,"2.0.1"
"735","NACE-0041",2009,1.85828,NA,"<1","75-100","<1",20090901,NA,"2.0"
"736","NACE-0041",2017,2.16466,0.06136,"<1","50-75","<1",20170606,4,"2.3"
"737","NACE-0045",2009,2.7121,NA,"<1","25-50","<1",20090824,NA,"2.0"
"738","NACE-0045",2013,2.84054,0.04264,"<1","25-50","<1",20130610,3,"2.0.1"
"739","NACE-0045",2017,3.03824,0.03631,"<1","50-75","<1",20170606,4,"2.3"
"740","NACE-0055",2013,2.54158,0.13092,"<1","25-50","<1",20130605,3,"2.0.1"
"741","NACE-0055",2017,2.74304,0.06373,"<1","25-50","<1",20170609,3,"2.3"
"742","NACE-0055",2009,2.41348,NA,"<1","50-75","<1",20090903,NA,"2.0"
"743","NACE-0080",2012,1.45738,NA,"<1","25-50","5-25",20120618,NA,"2.0.1"
"744","NACE-0080",2016,1.4724,0.22007,"<1","25-50","5-25",20160502,3,"2.2"
"745","NACE-0080",2008,1.70921,NA,"1-5","25-50","5-25",20080625,NA,"1.0"
"746","NACE-0081",2015,1.66894,0.45854,"<1","25-50","1-5",20150526,4,"2.2"
"747","NACE-0081",2019,1.75655,0.37921,"<1","25-50","<1",20190604,4,""
"748","NACE-0081",2007,1.67527,NA,"<1","25-50","<1",20070620,NA,"1.0"
"749","NACE-0081",2011,1.70493,NA,"<1","25-50","<1",20110823,NA,"2.0.1"
"750","NACE-0084",2019,2.98493,0.03037,"<1","5-25","5-25",20190509,4,""
"751","NACE-0084",2011,2.6921,NA,"1-5","25-50","5-25",20110601,NA,"2.0.1"
"752","NACE-0084",2015,2.84327,0.08383,"<1","5-25","5-25",20150505,5,"2.2"
"753","NACE-0086",2007,1.91608,NA,"<1","50-75","<1",20070622,NA,"1.0"
"754","NACE-0086",2015,1.74828,0.79844,"<1","50-75","<1",20150526,4,"2.2"
"755","NACE-0086",2011,1.90465,NA,"<1","50-75","<1",20110614,NA,"2.0.1"
"756","NACE-0086",2019,1.96739,0.71116,"<1","50-75","<1",20190516,4,""
"757","NACE-0087",2006,2.44866,NA,"<1","<1","5-25",20060718,NA,"1.0"
"758","NACE-0087",2010,2.75135,NA,"<1","25-50","1-5",20100622,NA,"2.0.1"
"759","NACE-0087",2014,2.79952,0.11521,"<1","5-25","5-25",20140529,3,"2.1"
"760","NACE-0087",2018,2.49107,0.27666,"<1","25-50","5-25",20180522,3,"2.3"
"761","NACE-0094",2015,3.93402,0,"<1","50-75","<1",20150505,5,"2.2"
"762","NACE-0094",2007,3.53987,NA,"<1","50-75","<1",20070621,NA,"1.0"
"763","NACE-0094",2011,3.80723,NA,"<1","25-50","<1",20110823,NA,"2.0.1"
"764","NACE-0094",2019,4.13677,0.04315,"<1","50-75","<1",20190509,4,""
"765","NACE-0097",2013,1.67618,0,"<1","5-25","5-25",20130605,3,"2.0.1"
"766","NACE-0097",2009,1.44686,NA,"1-5","50-75","1-5",20090904,NA,"2.0"
"767","NACE-0097",2017,1.80116,0,"1-5","25-50","5-25",20170621,3,"2.3"
"768","NACE-0107",2016,2.26423,0.09094,"<1","75-100","<1",20160502,4,"2.2"
"769","NACE-0107",2008,1.79595,NA,"<1","50-75","<1",20080625,NA,"1.0"
"770","NACE-0107",2012,2.10343,NA,"<1","50-75","<1",20120618,NA,"2.0.1"
"771","NACE-0118",2019,2.40882,0.07395,"<1","75-100","<1",20190516,4,""
"772","NACE-0118",2011,1.96959,NA,"<1","50-75","<1",20110614,NA,"2.0.1"
"773","NACE-0118",2015,2.16116,0.15655,"<1","50-75","<1",20150511,5,"2.2"
"774","NACE-0131",2010,1.72788,NA,"<1","50-75","<1",20100621,NA,"2.0.1"
"775","NACE-0131",2014,1.96529,0.35789,"<1","50-75","<1",20140605,4,"2.1"
"776","NACE-0131",2018,2.1894,0.40765,"<1","50-75","<1",20180522,4,"2.3"
"777","NACE-0131",2006,1.92944,NA,"<1","<1","<1",20060728,NA,"1.0"
"778","NACE-0145",2008,1.50258,NA,"<1","1-5","<1",20080804,NA,"1.0"
"779","NACE-0145",2012,1.59348,NA,"<1","5-25","1-5",20120619,NA,"2.0.1"
"780","NACE-0145",2016,1.67423,0.11792,"<1","1-5","<1",20160504,3,"2.2"
"781","NACE-0167",2009,1.14503,NA,"<1","5-25","1-5",20090902,NA,"2.0"
"782","NACE-0167",2017,0.68264,0.58437,"<1","5-25","<1",20170530,3,"2.3"
"783","NACE-0167",2013,1.05777,0.03841,"<1","5-25","5-25",20130604,3,"2.0.1"
"784","NACE-0174",2010,1.69621,NA,"<1","25-50","<1",20100830,NA,"2.0.1"
"785","NACE-0174",2018,1.80716,0.04858,"<1","75-100","<1",20180521,4,"2.3"
"786","NACE-0174",2014,1.4624,0.2511,"<1","75-100","<1",20140602,4,"2.1"
"787","NACE-0174",2006,1.40916,NA,"<1","<1","<1",20060926,NA,"1.0"
"788","NACE-0233",2010,1.36906,NA,"<1","5-25","<1",20100818,NA,"2.0.1"
"789","NACE-0233",2014,1.19122,0.02044,"<1","25-50","5-25",20140610,3,"2.1"
"790","NACE-0233",2018,0.90455,0.38069,"<1","50-75","1-5",20180521,3,"2.3"
"791","NACE-0233",2006,1.25806,NA,"<1","<1","1-5",20060921,NA,"1.0"
"792","NACE-0245",2014,1.38164,0,"<1","50-75","5-25",20140602,4,"2.1"
"793","NACE-0245",2006,1.18586,NA,"<1","1-5","<1",20060713,NA,"1.0"
"794","NACE-0245",2018,1.51042,0,"<1","75-100","1-5",20180427,4,"2.3"
"795","NACE-0245",2010,1.28229,NA,"<1","25-50","<1",20100527,NA,"2.0.1"
"796","NACE-0267",2007,2.04376,NA,"<1","1-5","1-5",20070618,NA,"1.0"
"797","NACE-0267",2015,1.54389,0.6155,"<1","1-5","<1",20150520,5,"2.2"
"798","NACE-0267",2019,0.77103,0.52759,"<1","50-75","<1",20190613,5,""
"799","NACE-0267",2011,2.02286,NA,"<1","1-5","5-25",20110907,NA,"2.0.1"
"800","NACE-0269",2009,2.982,NA,"<1","5-25","<1",20090622,NA,"2.0"
"801","NACE-0269",2017,3.20642,0.02018,"<1","50-75","5-25",20170627,5,"2.3"
"802","NACE-0269",2013,3.10179,0.02835,"1-5","25-50","1-5",20130606,4,"2.0.1"
"803","NACE-0282",2011,2.36094,NA,"<1","50-75","<1",20110527,NA,"2.0.1"
"804","NACE-0282",2019,2.01202,0.21887,"<1","25-50","<1",20190613,3,""
"805","NACE-0282",2015,2.56562,0.0629,"<1","75-100","<1",20150520,4,"2.2"
"806","NACE-0282",2007,2.17806,NA,"<1","25-50","<1",20070619,NA,"1.0"
"807","NACE-0296",2016,1.69925,0.10228,"<1","5-25","5-25",20160603,3,"2.2"
"808","NACE-0296",2012,1.46114,NA,"<1","1-5","1-5",20120802,NA,"2.0.1"
"809","NACE-0296",2008,1.61365,NA,"<1","1-5","1-5",20080828,NA,"1.0"
"810","NACE-0304",2013,2.30386,0.29376,"<1","75-100","<1",20130612,4,"2.0.1"
"811","NACE-0304",2017,1.63829,1.11218,"<1","75-100","<1",20170626,5,"2.3"
"812","NACE-0304",2009,2.47879,NA,"<1","75-100","1-5",20090622,NA,"2.0"
"813","NACE-0310",2012,1.07348,NA,"<1","50-75","1-5",20120716,NA,"2.0.1"
"814","NACE-0310",2016,1.09229,0.04317,"<1","1-5","1-5",20160505,4,"2.2"
"815","NACE-0310",2008,1.0471,NA,"<1","1-5","<1",20080808,NA,"1.0"
"816","NACE-0337",2007,3.41618,NA,"<1","1-5","1-5",20070619,NA,"1.0"
"817","NACE-0337",2019,3.58818,0.2525,"<1","1-5","1-5",20190625,3,""
"818","NACE-0337",2011,3.52081,NA,"<1","5-25","1-5",20110622,NA,"2.0.1"
"819","NACE-0337",2015,3.3682,0.62871,"<1","25-50","<1",20150519,4,"2.2"
"820","NACE-0341",2019,2.42364,0.7709,"<1","5-25","1-5",20190517,4,""
"821","NACE-0341",2007,2.57597,NA,"<1","5-25","1-5",20070615,NA,"1.0"
"822","NACE-0341",2015,2.23315,0.79871,"<1","5-25","<1",20150514,3,"2.2"
"823","NACE-0341",2011,2.50136,NA,"<1","5-25","1-5",20110919,NA,"2.0.1"
"824","NACE-0344",2017,2.73458,0.04061,"<1","25-50","<1",20170627,5,"2.3"
"825","NACE-0344",2009,2.3732,NA,"1-5","50-75","<1",20090624,NA,"2.0"
"826","NACE-0344",2013,2.48755,0.60223,"1-5","5-25","<1",20130606,4,"2.0.1"
"827","NACE-0350",2012,1.15639,NA,"<1","50-75","<1",20120716,NA,"2.0.1"
"828","NACE-0350",2008,1.04832,NA,"1-5","5-25","<1",20080808,NA,"1.0"
"829","NACE-0350",2016,1.21269,0.14459,"<1","5-25","<1",20160505,4,"2.2"
"830","NACE-0398",2015,2.40554,0.02926,"1-5","5-25","5-25",20150702,4,"2.2"
"831","NACE-0398",2007,2.38189,NA,"1-5","50-75","<1",20070629,NA,"1.0"
"832","NACE-0398",2019,1.97744,0.50416,"<1","1-5","25-50",20190523,4,""
"833","NACE-0398",2011,2.28733,NA,"<1","25-50","1-5",20110621,NA,"2.0.1"
"834","NACE-0399",2010,2.47759,NA,"1-5","75-100","<1",20100701,NA,"2.0.1"
"835","NACE-0399",2014,2.24257,0.40832,"<1","75-100","1-5",20140813,4,"2.1"
"836","NACE-0399",2006,1.9823,NA,"1-5","<1","<1",20060809,NA,"1.0"
"837","NACE-0399",2018,2.33492,0.3952,"<1","50-75","<1",20180727,4,"2.3"
"838","NACE-0432",2017,1.4206,0.10817,"<1","25-50","1-5",20170620,4,"2.3"
"839","NACE-0432",2009,1.34504,NA,"<1","25-50","1-5",20090831,NA,"2.0"
"840","NACE-0432",2013,1.49227,0.01961,"<1","25-50","5-25",20130618,3,"2.0.1"
"841","NACE-0453",2008,2.36451,NA,"<1","1-5","<1",20080714,NA,"1.0"
"842","NACE-0453",2012,2.31949,NA,"<1","1-5","<1",20120711,NA,"2.0.1"
"843","NACE-0453",2016,1.02551,1.44253,"<1","1-5","5-25",20160826,3,"2.2"
"844","NACE-0468",2010,1.73592,NA,"<1","50-75","<1",20100701,NA,"2.0.1"
"845","NACE-0468",2018,1.94374,0,"<1","50-75","1-5",20180711,3,"2.3"
"846","NACE-0468",2006,1.68806,NA,"<1","1-5","1-5",20061016,NA,"1.0"
"847","NACE-0468",2014,1.86759,0.02433,"<1","25-50","25-50",20140603,3,"2.1"
"848","NACE-0477",2019,0.21472,2.97095,"<1","<1","<1",20190614,3,""
"849","NACE-0477",2007,3.59829,NA,"<1","5-25","1-5",20070628,NA,"1.0"
"850","NACE-0477",2011,3.55491,NA,"<1","1-5","<1",20110928,NA,"2.0.1"
"851","NACE-0477",2015,1.20172,2.49609,"<1","<1","<1",20150903,3,"2.2"
"852","NACE-0487",2019,3.18528,0.23485,"<1","5-25","<1",20190523,5,""
"853","NACE-0487",2015,3.06614,0.38273,"<1","5-25","5-25",20150513,4,"2.2"
"854","NACE-0487",2007,3.06985,NA,"<1","5-25","<1",20070702,NA,"1.0"
"855","NACE-0487",2011,3.00982,NA,"<1","1-5","1-5",20110927,NA,"2.0.1"
"856","NACE-0490",2006,0,NA,"<1","<1","<1",20060629,NA,"1.0"
"857","NACE-0490",2018,0.44609,0,"<1","5-25","5-25",20180517,5,"2.3"
"858","NACE-0491",2006,2.46464,NA,"<1","<1","<1",20060809,NA,"1.0"
"859","NACE-0491",2018,2.6899,0.55739,"<1","50-75","1-5",20180711,4,"2.3"
"860","NACE-0491",2014,2.99527,0.01863,"<1","50-75","1-5",20140714,4,"2.1"
"861","NACE-0491",2010,2.80112,NA,"<1","50-75","<1",20100726,NA,"2.0.1"
"862","NACE-0493",2009,0.58076,NA,"<1","1-5","1-5",20090617,NA,"2.0"
"863","NACE-0493",2017,0.52674,0.48452,"<1","1-5","<1",20170523,3,"2.3"
"864","NACE-0493",2013,0.51384,0.49797,"<1","25-50","1-5",20130530,3,"2.0.1"
"865","NACE-0586",2009,1.38509,NA,"<1","1-5","1-5",20090617,NA,"2.0"
"866","NACE-0586",2013,1.04089,0.57914,"<1","1-5","1-5",20130530,5,"2.0.1"
"867","NACE-0586",2017,1.22629,0.42169,"<1","5-25","<1",20170522,3,"2.3"
"868","NACE-0619",2008,2.5703,NA,"<1","50-75","<1",20080908,NA,"1.0"
"869","NACE-0619",2016,2.56518,0.06596,"<1","50-75","<1",20160512,5,"2.2"
"870","NACE-0619",2012,2.59217,NA,"<1","50-75","<1",20120724,NA,"2.0.1"
"871","NACE-0621",2019,2.64102,0.09575,"<1","75-100","<1",20190522,5,""
"872","NACE-0621",2015,2.54087,0.11337,"<1","75-100","<1",20150512,5,"2.2"
"873","NACE-0621",2007,1.95168,NA,"<1","75-100","<1",20070629,NA,"1.0"
"874","NACE-0621",2011,2.02917,NA,"<1","75-100","<1",20110617,NA,"2.0.1"
"875","NACE-0623",2011,1.43345,NA,"<1","75-100","<1",20110913,NA,"2.0.1"
"876","NACE-0623",2007,1.38387,NA,"<1","75-100","<1",20070626,NA,"1.0"
"877","NACE-0623",2019,1.70261,0.06656,"<1","75-100","<1",20190522,4,""
"878","NACE-0623",2015,1.59078,0.22294,"<1","75-100","<1",20150512,3,"2.2"
"879","NACE-0649",2008,0.70326,NA,"<1","1-5","<1",20080908,NA,"1.0"
"880","NACE-0649",2016,1.00245,0,"<1","1-5","1-5",20160511,4,"2.2"
"881","NACE-0649",2012,0.67429,NA,"<1","1-5","1-5",20120724,NA,"2.0.1"
"882","NACE-0713",2017,2.09106,0.69618,"<1","50-75","<1",20170620,3,"2.3"
"883","NACE-0713",2009,2.51765,NA,"<1","75-100","<1",20090916,NA,"2.0"
"884","NACE-0713",2013,2.41003,0.26197,"<1","50-75","1-5",20130621,3,"2.0.1"
"885","PRWI-0012",2010,1.65447,NA,"<1","25-50","<1",20100803,NA,"2.0.1"
"886","PRWI-0012",2014,1.71763,0.07171,"<1","50-75","<1",20140627,3,"2.1"
"887","PRWI-0012",2006,1.76041,NA,"<1","<1","<1",20060914,NA,"1.0"
"888","PRWI-0012",2018,1.56086,0.24091,"<1","50-75","<1",20180822,4,"2.3"
"889","PRWI-0014",2009,1.72122,NA,"<1","50-75","<1",20090804,NA,"2.0"
"890","PRWI-0014",2017,1.91805,0.46313,"<1","75-100","<1",20170504,4,"2.3"
